top,left,date,qtr,time_remaining,result,shot_type,distance_ft,lead,steph_team_score,opponent_team_score,opponent,team,season,color
297,242,15-Apr-23,2nd Qtr,1:48,FALSE,3,25,TRUE,55,53,SAC,GSW,2023,red
223,376,15-Apr-23,2nd Qtr,0:50,TRUE,2,22,TRUE,61,55,SAC,GSW,2023,green
305,268,15-Apr-23,2nd Qtr,0:32,FALSE,3,26,TRUE,61,55,SAC,GSW,2023,red
68,270,15-Apr-23,2nd Qtr,0:00,FALSE,2,3,TRUE,61,55,SAC,GSW,2023,red
113,240,15-Apr-23,3rd Qtr,11:19,TRUE,2,6,TRUE,63,55,SAC,GSW,2023,green
278,137,15-Apr-23,3rd Qtr,3:07,TRUE,3,25,TRUE,86,76,SAC,GSW,2023,green
310,202,15-Apr-23,4th Qtr,7:24,TRUE,3,26,TRUE,105,103,SAC,GSW,2023,green
338,239,15-Apr-23,4th Qtr,6:50,FALSE,3,29,TRUE,105,103,SAC,GSW,2023,red
44,7,15-Apr-23,4th Qtr,4:03,TRUE,3,23,TRUE,114,112,SAC,GSW,2023,green
268,91,15-Apr-23,4th Qtr,3:17,FALSE,3,26,FALSE,114,117,SAC,GSW,2023,red
58,257,15-Apr-23,4th Qtr,2:21,TRUE,2,2,FALSE,118,122,SAC,GSW,2023,green
287,331,15-Apr-23,4th Qtr,1:19,TRUE,3,25,FALSE,121,123,SAC,GSW,2023,green
68,205,15-Apr-23,4th Qtr,0:47,TRUE,2,4,FALSE,123,124,SAC,GSW,2023,green
307,287,15-Apr-23,4th Qtr,0:00,FALSE,3,26,FALSE,123,126,SAC,GSW,2023,red
123,137,17-Apr-23,1st Qtr,11:09,TRUE,2,13,FALSE,2,2,SAC,GSW,2023,green
72,261,17-Apr-23,1st Qtr,5:26,FALSE,2,3,TRUE,12,8,SAC,GSW,2023,red
83,471,17-Apr-23,1st Qtr,4:08,TRUE,3,23,TRUE,17,10,SAC,GSW,2023,green
274,131,17-Apr-23,1st Qtr,3:49,FALSE,3,25,TRUE,17,10,SAC,GSW,2023,red
273,423,17-Apr-23,1st Qtr,2:35,FALSE,3,29,TRUE,19,12,SAC,GSW,2023,red
248,408,17-Apr-23,1st Qtr,2:28,FALSE,3,26,TRUE,19,12,SAC,GSW,2023,red
220,56,17-Apr-23,2nd Qtr,5:29,TRUE,3,25,FALSE,36,42,SAC,GSW,2023,green
305,256,17-Apr-23,2nd Qtr,2:42,FALSE,3,26,FALSE,43,50,SAC,GSW,2023,red
269,363,17-Apr-23,2nd Qtr,1:11,TRUE,3,25,FALSE,52,52,SAC,GSW,2023,green
272,98,17-Apr-23,2nd Qtr,0:27,FALSE,3,26,FALSE,52,56,SAC,GSW,2023,red
164,104,17-Apr-23,3rd Qtr,3:28,FALSE,2,18,FALSE,67,79,SAC,GSW,2023,red
54,259,17-Apr-23,4th Qtr,10:57,TRUE,2,2,FALSE,77,83,SAC,GSW,2023,green
62,260,17-Apr-23,4th Qtr,10:32,TRUE,2,2,FALSE,79,83,SAC,GSW,2023,green
288,362,17-Apr-23,4th Qtr,9:55,FALSE,3,27,FALSE,79,85,SAC,GSW,2023,red
57,259,17-Apr-23,4th Qtr,8:05,TRUE,2,2,FALSE,85,89,SAC,GSW,2023,green
118,343,17-Apr-23,4th Qtr,6:32,TRUE,2,12,FALSE,90,93,SAC,GSW,2023,green
92,248,17-Apr-23,4th Qtr,5:32,TRUE,2,4,FALSE,95,95,SAC,GSW,2023,green
312,233,17-Apr-23,4th Qtr,4:52,FALSE,3,26,FALSE,95,97,SAC,GSW,2023,red
138,465,17-Apr-23,4th Qtr,2:29,FALSE,3,24,FALSE,101,104,SAC,GSW,2023,red
272,93,17-Apr-23,4th Qtr,1:12,FALSE,3,27,FALSE,103,112,SAC,GSW,2023,red
323,184,17-Apr-23,4th Qtr,0:43,FALSE,3,28,FALSE,103,112,SAC,GSW,2023,red
177,369,20-Apr-23,1st Qtr,10:34,FALSE,2,18,FALSE,0,0,SAC,GSW,2023,red
351,231,20-Apr-23,1st Qtr,8:39,TRUE,3,30,TRUE,8,4,SAC,GSW,2023,green
248,122,20-Apr-23,1st Qtr,6:33,FALSE,2,23,TRUE,13,8,SAC,GSW,2023,red
213,28,20-Apr-23,2nd Qtr,11:48,FALSE,3,27,TRUE,29,20,SAC,GSW,2023,red
247,215,20-Apr-23,2nd Qtr,11:00,FALSE,2,20,TRUE,29,22,SAC,GSW,2023,red
326,159,20-Apr-23,2nd Qtr,9:20,TRUE,3,29,TRUE,34,27,SAC,GSW,2023,green
325,257,20-Apr-23,2nd Qtr,7:08,FALSE,3,28,TRUE,39,30,SAC,GSW,2023,red
116,340,20-Apr-23,2nd Qtr,4:33,TRUE,2,12,TRUE,41,33,SAC,GSW,2023,green
61,287,20-Apr-23,2nd Qtr,1:47,TRUE,2,5,TRUE,48,39,SAC,GSW,2023,green
110,136,20-Apr-23,2nd Qtr,0:54,FALSE,2,12,TRUE,50,39,SAC,GSW,2023,red
318,192,20-Apr-23,2nd Qtr,0:06,FALSE,3,27,TRUE,50,41,SAC,GSW,2023,red
274,69,20-Apr-23,2nd Qtr,0:02,TRUE,3,28,TRUE,53,41,SAC,GSW,2023,green
69,280,20-Apr-23,3rd Qtr,9:48,TRUE,2,4,TRUE,61,47,SAC,GSW,2023,green
75,207,20-Apr-23,3rd Qtr,7:01,TRUE,2,4,TRUE,63,54,SAC,GSW,2023,green
341,205,20-Apr-23,3rd Qtr,2:41,TRUE,3,29,TRUE,79,63,SAC,GSW,2023,green
126,257,20-Apr-23,3rd Qtr,1:37,TRUE,2,8,TRUE,81,64,SAC,GSW,2023,green
90,200,20-Apr-23,3rd Qtr,1:13,FALSE,2,6,TRUE,82,67,SAC,GSW,2023,red
378,319,20-Apr-23,3rd Qtr,0:01,FALSE,3,34,TRUE,84,72,SAC,GSW,2023,red
92,295,20-Apr-23,4th Qtr,10:51,TRUE,2,7,TRUE,90,74,SAC,GSW,2023,green
302,176,20-Apr-23,4th Qtr,10:27,FALSE,3,26,TRUE,90,77,SAC,GSW,2023,red
274,446,20-Apr-23,4th Qtr,9:33,TRUE,3,30,TRUE,93,77,SAC,GSW,2023,green
108,219,20-Apr-23,4th Qtr,8:19,FALSE,2,6,TRUE,95,79,SAC,GSW,2023,red
33,102,20-Apr-23,4th Qtr,7:09,FALSE,2,14,TRUE,98,81,SAC,GSW,2023,red
239,68,20-Apr-23,4th Qtr,5:26,FALSE,3,26,TRUE,105,83,SAC,GSW,2023,red
294,92,20-Apr-23,4th Qtr,3:28,TRUE,3,29,TRUE,110,89,SAC,GSW,2023,green
282,405,23-Apr-23,1st Qtr,8:45,TRUE,3,28,TRUE,11,9,SAC,GSW,2023,green
120,242,23-Apr-23,1st Qtr,5:22,TRUE,2,7,TRUE,21,18,SAC,GSW,2023,green
262,156,23-Apr-23,1st Qtr,3:48,TRUE,2,23,TRUE,28,21,SAC,GSW,2023,green
288,52,23-Apr-23,1st Qtr,3:34,FALSE,3,30,TRUE,28,21,SAC,GSW,2023,red
75,194,23-Apr-23,1st Qtr,0:51,FALSE,2,5,TRUE,31,27,SAC,GSW,2023,red
128,243,23-Apr-23,2nd Qtr,9:52,FALSE,2,8,FALSE,36,40,SAC,GSW,2023,red
348,122,23-Apr-23,2nd Qtr,0:22,TRUE,3,32,FALSE,65,66,SAC,GSW,2023,green
372,192,23-Apr-23,2nd Qtr,0:01,FALSE,3,33,FALSE,65,69,SAC,GSW,2023,red
268,96,23-Apr-23,3rd Qtr,10:49,TRUE,3,26,FALSE,70,72,SAC,GSW,2023,green
336,247,23-Apr-23,3rd Qtr,9:39,FALSE,3,29,FALSE,72,74,SAC,GSW,2023,red
79,217,23-Apr-23,3rd Qtr,7:07,TRUE,2,4,TRUE,80,78,SAC,GSW,2023,green
225,448,23-Apr-23,3rd Qtr,5:46,FALSE,3,27,FALSE,82,83,SAC,GSW,2023,red
80,283,23-Apr-23,3rd Qtr,4:27,TRUE,2,5,TRUE,89,83,SAC,GSW,2023,green
65,48,23-Apr-23,4th Qtr,11:26,FALSE,2,19,TRUE,102,94,SAC,GSW,2023,red
84,298,23-Apr-23,4th Qtr,8:49,TRUE,2,7,TRUE,108,107,SAC,GSW,2023,green
153,33,23-Apr-23,4th Qtr,8:35,TRUE,2,23,TRUE,110,107,SAC,GSW,2023,green
318,358,23-Apr-23,4th Qtr,7:25,TRUE,3,29,TRUE,114,109,SAC,GSW,2023,green
278,90,23-Apr-23,4th Qtr,6:39,FALSE,3,27,TRUE,114,109,SAC,GSW,2023,red
70,194,23-Apr-23,4th Qtr,5:52,FALSE,2,5,TRUE,114,113,SAC,GSW,2023,red
257,438,23-Apr-23,4th Qtr,4:10,TRUE,3,29,TRUE,121,117,SAC,GSW,2023,green
257,438,23-Apr-23,4th Qtr,0:57,FALSE,3,29,TRUE,126,121,SAC,GSW,2023,red
211,249,23-Apr-23,4th Qtr,0:14,FALSE,2,16,TRUE,126,125,SAC,GSW,2023,red
85,172,26-Apr-23,1st Qtr,3:23,FALSE,2,8,FALSE,21,28,SAC,GSW,2023,red
316,377,26-Apr-23,1st Qtr,3:04,TRUE,3,30,FALSE,24,31,SAC,GSW,2023,green
284,113,26-Apr-23,1st Qtr,0:06,TRUE,3,27,FALSE,33,36,SAC,GSW,2023,green
73,207,26-Apr-23,2nd Qtr,10:54,TRUE,2,4,FALSE,35,36,SAC,GSW,2023,green
177,124,26-Apr-23,2nd Qtr,9:48,TRUE,2,17,FALSE,37,39,SAC,GSW,2023,green
213,144,26-Apr-23,2nd Qtr,8:53,TRUE,2,19,FALSE,39,41,SAC,GSW,2023,green
251,101,26-Apr-23,2nd Qtr,8:34,FALSE,3,24,FALSE,39,43,SAC,GSW,2023,red
188,32,26-Apr-23,2nd Qtr,6:32,FALSE,3,25,FALSE,41,47,SAC,GSW,2023,red
333,252,26-Apr-23,2nd Qtr,0:31,FALSE,3,28,TRUE,60,54,SAC,GSW,2023,red
180,351,26-Apr-23,2nd Qtr,0:00,FALSE,2,17,TRUE,60,56,SAC,GSW,2023,red
163,472,26-Apr-23,3rd Qtr,10:45,FALSE,3,26,TRUE,60,58,SAC,GSW,2023,red
164,15,26-Apr-23,3rd Qtr,8:53,FALSE,3,25,TRUE,66,63,SAC,GSW,2023,red
171,297,26-Apr-23,3rd Qtr,8:18,TRUE,2,13,TRUE,69,65,SAC,GSW,2023,green
62,219,26-Apr-23,3rd Qtr,6:22,TRUE,2,2,TRUE,78,70,SAC,GSW,2023,green
216,250,26-Apr-23,3rd Qtr,4:06,FALSE,2,17,TRUE,83,79,SAC,GSW,2023,red
312,266,26-Apr-23,3rd Qtr,4:01,FALSE,3,26,TRUE,83,79,SAC,GSW,2023,red
74,217,26-Apr-23,3rd Qtr,3:15,TRUE,2,3,TRUE,87,81,SAC,GSW,2023,green
80,265,26-Apr-23,4th Qtr,11:02,FALSE,2,4,TRUE,99,92,SAC,GSW,2023,red
64,263,26-Apr-23,4th Qtr,9:08,TRUE,2,3,TRUE,105,93,SAC,GSW,2023,green
208,444,26-Apr-23,4th Qtr,6:34,FALSE,3,26,TRUE,107,103,SAC,GSW,2023,red
54,62,26-Apr-23,4th Qtr,6:07,FALSE,2,18,TRUE,107,103,SAC,GSW,2023,red
79,132,26-Apr-23,4th Qtr,5:21,TRUE,2,11,TRUE,109,106,SAC,GSW,2023,green
78,298,26-Apr-23,4th Qtr,2:10,TRUE,2,6,TRUE,117,112,SAC,GSW,2023,green
309,172,26-Apr-23,4th Qtr,1:45,FALSE,3,27,TRUE,117,112,SAC,GSW,2023,red
80,245,26-Apr-23,4th Qtr,0:22,TRUE,2,3,TRUE,121,114,SAC,GSW,2023,green
348,237,28-Apr-23,1st Qtr,9:08,TRUE,3,30,FALSE,3,8,SAC,GSW,2023,green
144,338,28-Apr-23,1st Qtr,8:43,TRUE,2,14,FALSE,5,8,SAC,GSW,2023,green
289,408,28-Apr-23,1st Qtr,1:32,FALSE,3,29,TRUE,22,21,SAC,GSW,2023,red
238,417,28-Apr-23,2nd Qtr,11:26,FALSE,3,26,FALSE,25,25,SAC,GSW,2023,red
351,190,28-Apr-23,2nd Qtr,6:37,TRUE,3,31,FALSE,38,43,SAC,GSW,2023,green
77,273,28-Apr-23,2nd Qtr,5:48,FALSE,2,4,FALSE,38,43,SAC,GSW,2023,red
71,273,28-Apr-23,2nd Qtr,2:47,FALSE,2,4,FALSE,43,53,SAC,GSW,2023,red
146,351,28-Apr-23,2nd Qtr,0:04,FALSE,2,15,FALSE,51,58,SAC,GSW,2023,red
271,358,28-Apr-23,2nd Qtr,0:01,FALSE,3,25,FALSE,51,58,SAC,GSW,2023,red
294,368,28-Apr-23,3rd Qtr,10:51,FALSE,3,28,FALSE,53,61,SAC,GSW,2023,red
136,259,28-Apr-23,3rd Qtr,8:32,TRUE,2,9,FALSE,61,67,SAC,GSW,2023,green
238,82,28-Apr-23,3rd Qtr,6:57,TRUE,3,24,FALSE,66,72,SAC,GSW,2023,green
228,54,28-Apr-23,3rd Qtr,2:16,FALSE,3,26,FALSE,75,87,SAC,GSW,2023,red
264,405,28-Apr-23,4th Qtr,11:12,TRUE,3,27,FALSE,83,90,SAC,GSW,2023,green
77,202,28-Apr-23,4th Qtr,10:31,TRUE,2,5,FALSE,85,93,SAC,GSW,2023,green
239,434,28-Apr-23,4th Qtr,9:28,TRUE,3,27,FALSE,89,99,SAC,GSW,2023,green
208,142,28-Apr-23,4th Qtr,8:59,TRUE,2,19,FALSE,91,102,SAC,GSW,2023,green
269,423,28-Apr-23,4th Qtr,7:51,FALSE,3,29,FALSE,94,104,SAC,GSW,2023,red
84,296,28-Apr-23,4th Qtr,5:48,FALSE,2,7,FALSE,96,109,SAC,GSW,2023,red
73,217,28-Apr-23,4th Qtr,4:41,FALSE,2,3,FALSE,96,112,SAC,GSW,2023,red
282,124,28-Apr-23,4th Qtr,3:57,FALSE,3,26,FALSE,97,114,SAC,GSW,2023,red
277,374,30-Apr-23,1st Qtr,10:55,FALSE,3,26,FALSE,2,5,SAC,GSW,2023,red
302,207,30-Apr-23,1st Qtr,9:06,TRUE,3,25,TRUE,10,9,SAC,GSW,2023,green
53,314,30-Apr-23,1st Qtr,3:49,TRUE,2,7,TRUE,20,15,SAC,GSW,2023,green
62,264,30-Apr-23,1st Qtr,2:21,TRUE,2,3,TRUE,25,22,SAC,GSW,2023,green
271,368,30-Apr-23,1st Qtr,1:55,FALSE,3,26,FALSE,25,25,SAC,GSW,2023,red
328,378,30-Apr-23,1st Qtr,0:56,TRUE,3,31,TRUE,30,28,SAC,GSW,2023,green
64,264,30-Apr-23,2nd Qtr,10:48,TRUE,2,3,FALSE,32,33,SAC,GSW,2023,green
179,152,30-Apr-23,2nd Qtr,9:15,FALSE,2,16,FALSE,37,38,SAC,GSW,2023,red
285,172,30-Apr-23,2nd Qtr,9:07,FALSE,3,24,FALSE,37,38,SAC,GSW,2023,red
295,329,30-Apr-23,2nd Qtr,5:41,TRUE,3,26,FALSE,45,47,SAC,GSW,2023,green
125,277,30-Apr-23,2nd Qtr,5:12,TRUE,2,8,FALSE,47,47,SAC,GSW,2023,green
238,434,30-Apr-23,2nd Qtr,4:43,FALSE,3,27,FALSE,47,50,SAC,GSW,2023,red
303,290,30-Apr-23,2nd Qtr,3:52,FALSE,3,26,FALSE,49,51,SAC,GSW,2023,red
199,328,30-Apr-23,2nd Qtr,2:34,FALSE,2,17,FALSE,51,54,SAC,GSW,2023,red
275,142,30-Apr-23,2nd Qtr,1:00,TRUE,3,25,FALSE,56,58,SAC,GSW,2023,green
259,383,30-Apr-23,3rd Qtr,11:22,TRUE,3,25,TRUE,59,58,SAC,GSW,2023,green
288,357,30-Apr-23,3rd Qtr,10:53,FALSE,3,26,FALSE,59,59,SAC,GSW,2023,red
163,187,30-Apr-23,3rd Qtr,8:35,TRUE,2,12,TRUE,66,62,SAC,GSW,2023,green
58,232,30-Apr-23,3rd Qtr,8:03,FALSE,2,1,TRUE,67,62,SAC,GSW,2023,red
67,10,30-Apr-23,3rd Qtr,7:58,FALSE,3,23,TRUE,67,62,SAC,GSW,2023,red
83,240,30-Apr-23,3rd Qtr,7:50,TRUE,2,3,TRUE,69,62,SAC,GSW,2023,green
68,213,30-Apr-23,3rd Qtr,7:17,FALSE,2,3,TRUE,69,64,SAC,GSW,2023,red
246,54,30-Apr-23,3rd Qtr,4:27,FALSE,3,27,TRUE,73,66,SAC,GSW,2023,red
67,223,30-Apr-23,3rd Qtr,4:00,FALSE,2,2,TRUE,75,66,SAC,GSW,2023,red
162,375,30-Apr-23,3rd Qtr,2:53,FALSE,2,18,TRUE,78,68,SAC,GSW,2023,red
69,263,30-Apr-23,3rd Qtr,2:18,TRUE,2,3,TRUE,80,70,SAC,GSW,2023,green
79,224,30-Apr-23,3rd Qtr,1:46,TRUE,2,3,TRUE,82,73,SAC,GSW,2023,green
305,343,30-Apr-23,4th Qtr,11:33,FALSE,3,27,TRUE,91,81,SAC,GSW,2023,red
154,151,30-Apr-23,4th Qtr,10:47,TRUE,2,14,TRUE,93,81,SAC,GSW,2023,green
228,169,30-Apr-23,4th Qtr,9:59,FALSE,2,19,TRUE,93,81,SAC,GSW,2023,red
75,219,30-Apr-23,4th Qtr,9:10,TRUE,2,3,TRUE,95,81,SAC,GSW,2023,green
64,227,30-Apr-23,4th Qtr,8:07,TRUE,2,2,TRUE,97,83,SAC,GSW,2023,green
316,231,30-Apr-23,4th Qtr,7:46,TRUE,3,27,TRUE,100,83,SAC,GSW,2023,green
256,434,30-Apr-23,4th Qtr,6:50,FALSE,3,28,TRUE,102,83,SAC,GSW,2023,red
220,148,30-Apr-23,4th Qtr,6:40,TRUE,2,19,TRUE,104,83,SAC,GSW,2023,green
67,473,30-Apr-23,4th Qtr,5:56,TRUE,3,23,TRUE,107,85,SAC,GSW,2023,green
276,90,30-Apr-23,4th Qtr,3:34,FALSE,3,27,TRUE,111,91,SAC,GSW,2023,red
66,245,30-Apr-23,4th Qtr,2:57,TRUE,2,2,TRUE,115,91,SAC,GSW,2023,green
326,148,2-May-23,1st Qtr,9:55,FALSE,3,29,TRUE,5,2,LAL,GSW,2023,red
235,323,2-May-23,1st Qtr,9:29,TRUE,2,20,TRUE,7,2,LAL,GSW,2023,green
136,237,2-May-23,1st Qtr,2:52,FALSE,2,9,TRUE,21,19,LAL,GSW,2023,red
61,205,2-May-23,1st Qtr,1:58,TRUE,2,4,TRUE,25,23,LAL,GSW,2023,green
226,31,2-May-23,1st Qtr,1:37,TRUE,3,27,TRUE,28,23,LAL,GSW,2023,green
283,52,2-May-23,1st Qtr,0:56,TRUE,3,30,TRUE,31,25,LAL,GSW,2023,green
280,373,2-May-23,1st Qtr,0:34,FALSE,3,27,TRUE,31,27,LAL,GSW,2023,red
74,273,2-May-23,2nd Qtr,11:38,FALSE,2,4,TRUE,31,29,LAL,GSW,2023,red
245,52,2-May-23,2nd Qtr,8:29,FALSE,3,27,FALSE,35,38,LAL,GSW,2023,red
84,468,2-May-23,2nd Qtr,2:54,FALSE,3,23,TRUE,56,53,LAL,GSW,2023,red
187,23,2-May-23,2nd Qtr,2:30,FALSE,3,26,TRUE,56,55,LAL,GSW,2023,red
48,392,2-May-23,3rd Qtr,8:11,FALSE,2,15,FALSE,71,73,LAL,GSW,2023,red
302,175,2-May-23,3rd Qtr,7:01,TRUE,3,26,FALSE,76,78,LAL,GSW,2023,green
203,249,2-May-23,3rd Qtr,4:57,FALSE,2,15,FALSE,76,86,LAL,GSW,2023,red
256,82,2-May-23,4th Qtr,9:38,TRUE,3,26,FALSE,95,99,LAL,GSW,2023,green
178,385,2-May-23,4th Qtr,9:04,FALSE,2,19,FALSE,95,101,LAL,GSW,2023,red
254,90,2-May-23,4th Qtr,7:52,TRUE,3,25,FALSE,98,105,LAL,GSW,2023,green
235,447,2-May-23,4th Qtr,6:48,FALSE,3,28,FALSE,98,108,LAL,GSW,2023,red
61,346,2-May-23,4th Qtr,5:44,TRUE,2,11,FALSE,100,112,LAL,GSW,2023,green
87,198,2-May-23,4th Qtr,4:50,FALSE,2,6,FALSE,104,112,LAL,GSW,2023,red
69,286,2-May-23,4th Qtr,4:32,TRUE,2,5,FALSE,106,112,LAL,GSW,2023,green
228,57,2-May-23,4th Qtr,3:35,FALSE,3,26,FALSE,106,112,LAL,GSW,2023,red
235,442,2-May-23,4th Qtr,1:38,TRUE,3,27,FALSE,112,112,LAL,GSW,2023,green
111,252,2-May-23,4th Qtr,1:08,FALSE,2,6,FALSE,112,114,LAL,GSW,2023,red
277,95,4-May-23,1st Qtr,9:05,TRUE,3,27,TRUE,9,7,LAL,GSW,2023,green
73,303,4-May-23,1st Qtr,1:13,FALSE,2,7,FALSE,22,26,LAL,GSW,2023,red
211,365,4-May-23,1st Qtr,0:20,TRUE,2,20,FALSE,26,31,LAL,GSW,2023,green
305,341,4-May-23,2nd Qtr,11:51,FALSE,3,27,FALSE,26,33,LAL,GSW,2023,red
84,281,4-May-23,2nd Qtr,8:38,TRUE,2,5,TRUE,38,35,LAL,GSW,2023,green
85,199,4-May-23,3rd Qtr,7:15,TRUE,2,5,TRUE,84,66,LAL,GSW,2023,green
228,205,4-May-23,3rd Qtr,3:47,TRUE,2,18,TRUE,94,72,LAL,GSW,2023,green
70,295,4-May-23,3rd Qtr,3:21,FALSE,2,6,TRUE,94,72,LAL,GSW,2023,red
215,438,4-May-23,3rd Qtr,1:07,TRUE,3,26,TRUE,105,78,LAL,GSW,2023,green
28,410,4-May-23,3rd Qtr,0:35,FALSE,2,17,TRUE,106,78,LAL,GSW,2023,red
268,102,4-May-23,4th Qtr,9:43,TRUE,3,26,TRUE,113,82,LAL,GSW,2023,green
247,437,4-May-23,4th Qtr,8:53,FALSE,3,28,TRUE,114,86,LAL,GSW,2023,red
66,271,6-May-23,1st Qtr,10:35,FALSE,2,3,FALSE,0,3,LAL,GSW,2023,red
135,177,6-May-23,1st Qtr,9:53,TRUE,2,11,FALSE,2,6,LAL,GSW,2023,green
271,398,6-May-23,1st Qtr,7:21,TRUE,3,27,FALSE,9,13,LAL,GSW,2023,green
235,422,6-May-23,1st Qtr,5:48,FALSE,3,26,FALSE,12,17,LAL,GSW,2023,red
105,280,6-May-23,1st Qtr,5:19,FALSE,2,7,FALSE,12,17,LAL,GSW,2023,red
99,228,6-May-23,1st Qtr,4:45,TRUE,2,5,FALSE,14,19,LAL,GSW,2023,green
302,130,6-May-23,2nd Qtr,10:53,FALSE,3,27,TRUE,30,26,LAL,GSW,2023,red
302,140,6-May-23,2nd Qtr,9:54,FALSE,3,27,TRUE,30,26,LAL,GSW,2023,red
125,466,6-May-23,2nd Qtr,8:23,TRUE,3,24,TRUE,37,29,LAL,GSW,2023,green
293,333,6-May-23,2nd Qtr,7:07,FALSE,3,26,TRUE,40,31,LAL,GSW,2023,red
91,257,6-May-23,2nd Qtr,5:37,FALSE,2,4,TRUE,40,35,LAL,GSW,2023,red
87,240,6-May-23,2nd Qtr,1:32,TRUE,2,4,FALSE,48,51,LAL,GSW,2023,green
64,252,6-May-23,3rd Qtr,8:38,FALSE,2,2,FALSE,50,65,LAL,GSW,2023,red
173,295,6-May-23,3rd Qtr,7:57,FALSE,2,13,FALSE,50,67,LAL,GSW,2023,red
322,187,6-May-23,3rd Qtr,7:04,TRUE,3,28,FALSE,55,69,LAL,GSW,2023,green
109,231,6-May-23,3rd Qtr,6:22,FALSE,2,6,FALSE,55,71,LAL,GSW,2023,red
60,227,6-May-23,3rd Qtr,5:11,TRUE,2,2,FALSE,61,71,LAL,GSW,2023,green
311,204,6-May-23,3rd Qtr,4:19,TRUE,3,26,FALSE,64,76,LAL,GSW,2023,green
93,236,6-May-23,3rd Qtr,3:35,TRUE,2,4,FALSE,66,76,LAL,GSW,2023,green
324,300,6-May-23,3rd Qtr,2:56,FALSE,3,28,FALSE,66,78,LAL,GSW,2023,red
305,142,6-May-23,4th Qtr,11:12,FALSE,3,27,FALSE,68,90,LAL,GSW,2023,red
237,437,8-May-23,1st Qtr,10:20,TRUE,3,27,FALSE,3,4,LAL,GSW,2023,green
79,9,8-May-23,1st Qtr,7:25,FALSE,3,23,TRUE,11,8,LAL,GSW,2023,red
63,240,8-May-23,2nd Qtr,11:39,TRUE,2,1,TRUE,23,22,LAL,GSW,2023,green
171,159,8-May-23,2nd Qtr,11:06,TRUE,2,15,TRUE,25,24,LAL,GSW,2023,green
63,249,8-May-23,2nd Qtr,9:10,FALSE,2,2,TRUE,31,28,LAL,GSW,2023,red
315,372,8-May-23,2nd Qtr,7:30,FALSE,3,30,TRUE,33,30,LAL,GSW,2023,red
288,393,8-May-23,2nd Qtr,6:22,FALSE,3,28,FALSE,33,35,LAL,GSW,2023,red
67,243,8-May-23,2nd Qtr,3:49,FALSE,2,2,FALSE,38,40,LAL,GSW,2023,red
54,189,8-May-23,2nd Qtr,2:54,TRUE,2,5,FALSE,40,43,LAL,GSW,2023,green
265,398,8-May-23,2nd Qtr,1:34,TRUE,3,27,FALSE,45,45,LAL,GSW,2023,green
78,242,8-May-23,2nd Qtr,1:08,TRUE,2,3,FALSE,47,47,LAL,GSW,2023,green
303,163,8-May-23,3rd Qtr,11:06,FALSE,3,26,TRUE,54,49,LAL,GSW,2023,red
305,152,8-May-23,3rd Qtr,10:57,FALSE,3,27,TRUE,54,49,LAL,GSW,2023,red
313,170,8-May-23,3rd Qtr,9:12,FALSE,3,27,TRUE,57,56,LAL,GSW,2023,red
73,248,8-May-23,3rd Qtr,7:07,TRUE,2,2,TRUE,68,59,LAL,GSW,2023,green
80,225,8-May-23,3rd Qtr,1:41,TRUE,2,3,TRUE,81,75,LAL,GSW,2023,green
54,253,8-May-23,3rd Qtr,1:23,FALSE,2,1,TRUE,81,75,LAL,GSW,2023,red
324,167,8-May-23,3rd Qtr,0:48,FALSE,3,28,TRUE,81,75,LAL,GSW,2023,red
365,350,8-May-23,3rd Qtr,0:01,FALSE,3,33,TRUE,84,77,LAL,GSW,2023,red
229,66,8-May-23,4th Qtr,10:08,FALSE,3,25,FALSE,84,84,LAL,GSW,2023,red
72,244,8-May-23,4th Qtr,9:14,FALSE,2,2,FALSE,84,86,LAL,GSW,2023,red
81,403,8-May-23,4th Qtr,8:42,TRUE,2,17,FALSE,86,86,LAL,GSW,2023,green
302,287,8-May-23,4th Qtr,8:15,TRUE,3,26,TRUE,89,88,LAL,GSW,2023,green
78,210,8-May-23,4th Qtr,7:28,FALSE,2,4,FALSE,90,90,LAL,GSW,2023,red
298,369,8-May-23,4th Qtr,6:20,FALSE,3,28,TRUE,92,90,LAL,GSW,2023,red
108,222,8-May-23,4th Qtr,4:48,FALSE,2,6,FALSE,94,94,LAL,GSW,2023,red
188,161,8-May-23,4th Qtr,4:00,TRUE,2,16,TRUE,96,94,LAL,GSW,2023,green
88,236,8-May-23,4th Qtr,1:05,TRUE,2,4,FALSE,101,102,LAL,GSW,2023,green
221,183,8-May-23,4th Qtr,0:26,FALSE,2,18,FALSE,101,102,LAL,GSW,2023,red
326,139,8-May-23,4th Qtr,0:17,FALSE,3,29,FALSE,101,102,LAL,GSW,2023,red
307,390,10-May-23,1st Qtr,7:30,TRUE,3,30,TRUE,17,5,LAL,GSW,2023,green
144,88,10-May-23,1st Qtr,5:53,FALSE,2,18,TRUE,19,10,LAL,GSW,2023,red
318,213,10-May-23,2nd Qtr,10:52,FALSE,3,27,FALSE,32,34,LAL,GSW,2023,red
118,236,10-May-23,2nd Qtr,10:20,TRUE,2,7,TRUE,36,34,LAL,GSW,2023,green
341,228,10-May-23,2nd Qtr,9:57,FALSE,3,29,FALSE,36,36,LAL,GSW,2023,red
100,273,10-May-23,2nd Qtr,8:38,TRUE,2,6,TRUE,42,41,LAL,GSW,2023,green
